ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:    3243        59.3291       211.6900       670.6144        10.2019         -10491.8820       680.2482         0.0000         0.0000         0.0000          -8859.7984         0.0000     -8859.7984     -8859.7984         0.0000            458.8003       457.9944   1000000.0000       458.8003       457.9944
ENERGY:    3244        61.2853       211.9866       670.7787        10.1847         -10493.1438       680.0257         0.0000         0.0000         0.0000          -8858.8828         0.0000     -8858.8828     -8858.8828         0.0000            458.1643       457.8984   1000000.0000       458.1643       457.8984
ENERGY:    3245        59.7266       211.6168       670.6523        10.1787         -10492.3761       680.1481         0.0000         0.0000         0.0000          -8860.0536         0.0000     -8860.0536     -8860.0536         0.0000            458.6225       457.9911   1000000.0000       458.6225       457.9911
ENERGY:    3246        59.8687       213.0005       670.9193        10.0873         -10492.4052       679.4429         0.0000         0.0000         0.0000          -8859.0865         0.0000     -8859.0865     -8859.0865         0.0000            458.3529       457.7547   1000000.0000       458.3529       457.7547
ENERGY:    3247        59.5282       211.8975       670.7203        10.1240         -10492.4711       679.9008         0.0000         0.0000         0.0000          -8860.3003         0.0000     -8860.3003     -8860.3003         0.0000            458.5640       457.9460   1000000.0000       458.5640       457.9460
ENERGY:    3248        60.7352       212.5675       671.0794        10.2948         -10492.1135       678.5830         0.0000         0.0000         0.0000          -8858.8535         0.0000     -8858.8535     -8858.8535         0.0000            458.4376       457.5638   1000000.0000       458.4376       457.5638
ENERGY:    3249        59.5344       211.9285       670.8010        10.1502         -10492.4537       679.5317         0.0000         0.0000         0.0000          -8860.5080         0.0000     -8860.5080     -8860.5080         0.0000            458.5571       457.8754   1000000.0000       458.5571       457.8754
ENERGY:    3250        60.9594       212.2071       671.1643        10.3839         -10492.6551       678.3508         0.0000         0.0000         0.0000          -8859.5896         0.0000     -8859.5896     -8859.5896         0.0000            457.4668       456.7242   1000000.0000       457.4668       456.7242
ENERGY:    3251        59.7337       211.8711       670.9032        10.2095         -10492.6021       679.1269         0.0000         0.0000         0.0000          -8860.7578         0.0000     -8860.7578     -8860.7578         0.0000            458.2354       457.5367   1000000.0000       458.2354       457.5367
ENERGY:    3252        60.3144       212.5859       671.3316        10.2752         -10492.2313       677.7682         0.0000         0.0000         0.0000          -8859.9561         0.0000     -8859.9561     -8859.9561         0.0000            458.0807       457.4070   1000000.0000       458.0807       457.4070
ENERGY:    3253        59.7004       211.9626       671.0322        10.2094         -10492.5678       678.6418         0.0000         0.0000         0.0000          -8861.0214         0.0000     -8861.0214     -8861.0214         0.0000            458.2069       457.5178   1000000.0000       458.2069       457.5178
ENERGY:    3254        60.5736       212.7280       671.4774        10.1635         -10492.1572       677.2777         0.0000         0.0000         0.0000          -8859.9370         0.0000     -8859.9370     -8859.9370         0.0000            457.9001       457.1973   1000000.0000       457.9001       457.1973
ENERGY:    3255        59.6925       212.0468       671.1513        10.1747         -10492.5291       678.2045         0.0000         0.0000         0.0000          -8861.2593         0.0000     -8861.2593     -8861.2593         0.0000            458.1406       457.4487   1000000.0000       458.1406       457.4487
ENERGY:    3256        60.9229       212.9930       671.4661        10.1542         -10492.3317       676.5893         0.0000         0.0000         0.0000          -8860.2062         0.0000     -8860.2062     -8860.2062         0.0000            457.0116       456.0915   1000000.0000       457.0116       456.0915
ENERGY:    3257        59.8035       212.1790       671.2319        10.1501         -10492.5521       677.6856         0.0000         0.0000         0.0000          -8861.5020         0.0000     -8861.5020     -8861.5020         0.0000            457.8249       457.0658   1000000.0000       457.8249       457.0658
ENERGY:    3258        60.9302       212.5173       671.6030        10.2511         -10491.6206       675.8443         0.0000         0.0000         0.0000          -8860.4746         0.0000     -8860.4746     -8860.4746         0.0000            457.8253       457.1513   1000000.0000       457.8253       457.1513
ENERGY:    3259        59.8898       212.1225       671.3340        10.1625         -10492.3512       677.0898         0.0000         0.0000         0.0000          -8861.7527         0.0000     -8861.7527     -8861.7527         0.0000            457.8513       457.1204   1000000.0000       457.8513       457.1204
ENERGY:    3260        60.0205       212.3663       671.6535        10.3319         -10490.3045       675.3688         0.0000         0.0000         0.0000          -8860.5636         0.0000     -8860.5636     -8860.5636         0.0000            457.1315       456.6948   1000000.0000       457.1315       456.6948
ENERGY:    3261        59.6642       212.0218       671.4107        10.1872         -10491.8423       676.5594         0.0000         0.0000         0.0000          -8861.9990         0.0000     -8861.9990     -8861.9990         0.0000            457.6687       457.0271   1000000.0000       457.6687       457.0271
ENERGY:    3262        60.7309       211.7731       671.6723        10.2231         -10490.9011       675.5809         0.0000         0.0000         0.0000          -8860.9207         0.0000     -8860.9207     -8860.9207         0.0000            456.5504       455.8692   1000000.0000       456.5504       455.8692
ENERGY:    3263        59.7166       211.7880       671.4744        10.1768         -10491.6525       676.2337         0.0000         0.0000         0.0000          -8862.2630         0.0000     -8862.2630     -8862.2630         0.0000            457.3559       456.7039   1000000.0000       457.3559       456.7039
ENERGY:    3264        59.7621       211.7545       671.4908        10.1771         -10491.5966       676.1631         0.0000         0.0000         0.0000          -8862.2490         0.0000     -8862.2490     -8862.2490         0.0000            457.2818       456.6273   1000000.0000       457.2818       456.6273
ENERGY:    3265        59.7206       211.7843       671.4760        10.1768         -10491.6471       676.2266         0.0000         0.0000         0.0000          -8862.2628         0.0000     -8862.2628     -8862.2628         0.0000            457.3485       456.6963   1000000.0000       457.3485       456.6963
ENERGY:    3266        59.7170       211.7876       671.4746        10.1768         -10491.6519       676.2330         0.0000         0.0000         0.0000          -8862.2630         0.0000     -8862.2630     -8862.2630         0.0000            457.3552       456.7031   1000000.0000       457.3552       456.7031
ENERGY:    3267        61.3944       211.6201       671.8389        10.2205         -10491.1371       674.7669         0.0000         0.0000         0.0000          -8861.2963         0.0000     -8861.2963     -8861.2963         0.0000            457.3420       456.4505   1000000.0000       457.3420       456.4505
ENERGY:    3268        59.9851       211.5723       671.5793        10.1775         -10491.5935       675.7345         0.0000         0.0000         0.0000          -8862.5447         0.0000     -8862.5447     -8862.5447         0.0000            457.3819       456.6534   1000000.0000       457.3819       456.6534
ENERGY:    3269        60.0745       211.5466       671.6029        10.1793         -10491.5687       675.6327         0.0000         0.0000         0.0000          -8862.5329         0.0000     -8862.5329     -8862.5329         0.0000            457.3835       456.6388   1000000.0000       457.3835       456.6388
ENERGY:    3270        59.9935       211.5695       671.5816        10.1777         -10491.5914       675.7243         0.0000         0.0000         0.0000          -8862.5448         0.0000     -8862.5448     -8862.5448         0.0000            457.3820       456.6519   1000000.0000       457.3820       456.6519
ENERGY:    3271        59.9909       211.5703       671.5809        10.1776         -10491.5921       675.7275         0.0000         0.0000         0.0000          -8862.5449         0.0000     -8862.5449     -8862.5449         0.0000            457.3820       456.6524   1000000.0000       457.3820       456.6524
ENERGY:    3272        59.9900       211.5707       671.5807        10.1776         -10491.5923       675.7285         0.0000         0.0000         0.0000          -8862.5449         0.0000     -8862.5449     -8862.5449         0.0000            457.3820       456.6525   1000000.0000       457.3820       456.6525
ENERGY:    3273        59.9909       211.5703       671.5809        10.1776         -10491.5921       675.7275         0.0000         0.0000         0.0000          -8862.5449         0.0000     -8862.5449     -8862.5449         0.0000            457.3820       456.6523   1000000.0000       457.3820       456.6523
ENERGY:    3274        60.3969       212.8403       672.0065        10.4310         -10491.0028       673.9554         0.0000         0.0000         0.0000          -8861.3728         0.0000     -8861.3728     -8861.3728         0.0000            457.9753       457.3986   1000000.0000       457.9753       457.3986
ENERGY:    3275        59.8183       211.7981       671.6956        10.2316         -10491.5274       675.1667         0.0000         0.0000         0.0000          -8862.8172         0.0000     -8862.8172     -8862.8172         0.0000            457.5920       456.9106   1000000.0000       457.5920       456.9106
ENERGY:    3276        59.8147       211.8700       671.7239        10.2468         -10491.4977       675.0400         0.0000         0.0000         0.0000          -8862.8025         0.0000     -8862.8025     -8862.8025         0.0000            457.6372       456.9667   1000000.0000       457.6372       456.9667
ENERGY:    3277        59.8173       211.8050       671.6984        10.2330         -10491.5248       675.1540         0.0000         0.0000         0.0000          -8862.8171         0.0000     -8862.8171     -8862.8171         0.0000            457.5966       456.9163   1000000.0000       457.5966       456.9163
ENERGY:    3278        59.8181       211.7995       671.6962        10.2318         -10491.5268       675.1642         0.0000         0.0000         0.0000          -8862.8171         0.0000     -8862.8171     -8862.8171         0.0000            457.5930       456.9118   1000000.0000       457.5930       456.9118
ENERGY:    3279        60.1924       212.6230       672.2423        10.4691         -10490.7006       673.7393         0.0000         0.0000         0.0000          -8861.4345         0.0000     -8861.4345     -8861.4345         0.0000            456.7760       455.9758   1000000.0000       456.7760       455.9758
ENERGY:    3280        59.6317       211.8542       671.8339        10.2711         -10491.3991       674.7307         0.0000         0.0000         0.0000          -8863.0774         0.0000     -8863.0774     -8863.0774         0.0000            457.3955       456.6815   1000000.0000       457.3955       456.6815
ENERGY:    3281        59.6217       211.8904       671.8707        10.2845         -10491.3543       674.6253         0.0000         0.0000         0.0000          -8863.0617         0.0000     -8863.0617     -8863.0617         0.0000            457.3411       456.6188   1000000.0000       457.3411       456.6188
ENERGY:    3282        59.6300       211.8574       671.8376        10.2724         -10491.3944       674.7201         0.0000         0.0000         0.0000          -8863.0768         0.0000     -8863.0768     -8863.0768         0.0000            457.3903       456.6756   1000000.0000       457.3903       456.6756
ENERGY:    3283        59.6315       211.8545       671.8343        10.2712         -10491.3986       674.7297         0.0000         0.0000         0.0000          -8863.0774         0.0000     -8863.0774     -8863.0774         0.0000            457.3949       456.6809   1000000.0000       457.3949       456.6809
ENERGY:    3284        59.6314       211.8548       671.8346        10.2713         -10491.3983       674.7287         0.0000         0.0000         0.0000          -8863.0774         0.0000     -8863.0774     -8863.0774         0.0000            457.3944       456.6803   1000000.0000       457.3944       456.6803
ENERGY:    3285        60.1714       212.9516       672.3761        10.2602         -10490.5699       672.9423         0.0000         0.0000         0.0000          -8861.8683         0.0000     -8861.8683     -8861.8683         0.0000            457.2859       456.3107   1000000.0000       457.2859       456.3107
ENERGY:    3286        59.4964       212.0135       671.9810        10.2515         -10491.2595       674.1695         0.0000         0.0000         0.0000          -8863.3477         0.0000     -8863.3477     -8863.3477         0.0000            457.3960       456.6049   1000000.0000       457.3960       456.6049
ENERGY:    3287        59.5015       212.0715       672.0172        10.2489         -10491.2145       674.0414         0.0000         0.0000         0.0000          -8863.3341         0.0000     -8863.3341     -8863.3341         0.0000            457.3917       456.5825   1000000.0000       457.3917       456.5825
ENERGY:    3288        59.4963       212.0189       671.9846        10.2512         -10491.2556       674.1566         0.0000         0.0000         0.0000          -8863.3480         0.0000     -8863.3480     -8863.3480         0.0000            457.3955       456.6026   1000000.0000       457.3955       456.6026
ENERGY:    3289        59.4963       212.0178       671.9838        10.2512         -10491.2565       674.1593         0.0000         0.0000         0.0000          -8863.3481         0.0000     -8863.3481     -8863.3481         0.0000            457.3955       456.6030   1000000.0000       457.3955       456.6030
ENERGY:    3290        59.4963       212.0172       671.9835        10.2513         -10491.2570       674.1607         0.0000         0.0000         0.0000          -8863.3481         0.0000     -8863.3481     -8863.3481         0.0000            457.3956       456.6033   1000000.0000       457.3956       456.6033
ENERGY:    3291        59.4964       212.0168       671.9832        10.2513         -10491.2573       674.1616         0.0000         0.0000         0.0000          -8863.3481         0.0000     -8863.3481     -8863.3481         0.0000            457.3956       456.6034   1000000.0000       457.3956       456.6034
ENERGY:    3292        59.4964       212.0165       671.9830        10.2513         -10491.2576       674.1624         0.0000         0.0000         0.0000          -8863.3481         0.0000     -8863.3481     -8863.3481         0.0000            457.3956       456.6036   1000000.0000       457.3956       456.6036
ENERGY:    3293        59.4964       212.0168       671.9832        10.2513         -10491.2573       674.1616         0.0000         0.0000         0.0000          -8863.3481         0.0000     -8863.3481     -8863.3481         0.0000            457.3956       456.6034   1000000.0000       457.3956       456.6034
ENERGY:    3294        60.5857       212.4439       672.4299        10.2151         -10490.9185       672.8252         0.0000         0.0000         0.0000          -8862.4187         0.0000     -8862.4187     -8862.4187         0.0000            457.4267       456.4556   1000000.0000       457.4267       456.4556
ENERGY:    3295        59.5998       211.9923       672.1137        10.2181         -10491.2582       673.6969         0.0000         0.0000         0.0000          -8863.6374         0.0000     -8863.6374     -8863.6374         0.0000            457.4381       456.5869   1000000.0000       457.4381       456.5869
ENERGY:    3296        59.6516       212.0070       672.1425        10.2138         -10491.2448       673.6045         0.0000         0.0000         0.0000          -8863.6254         0.0000     -8863.6254     -8863.6254         0.0000            457.4429       456.5796   1000000.0000       457.4429       456.5796
ENERGY:    3297        59.6045       211.9934       672.1166        10.2176         -10491.2570       673.6876         0.0000         0.0000         0.0000          -8863.6373         0.0000     -8863.6373     -8863.6373         0.0000            457.4387       456.5862   1000000.0000       457.4387       456.5862
ENERGY:    3298        59.6004       211.9924       672.1141        10.2180         -10491.2580       673.6957         0.0000         0.0000         0.0000          -8863.6374         0.0000     -8863.6374     -8863.6374         0.0000            457.4382       456.5868   1000000.0000       457.4382       456.5868
ENERGY:    3299        59.5998       211.9923       672.1137        10.2181         -10491.2582       673.6969         0.0000         0.0000         0.0000          -8863.6374         0.0000     -8863.6374     -8863.6374         0.0000            457.4381       456.5869   1000000.0000       457.4381       456.5869
ENERGY:    3300        61.4300       211.5314       672.5968        10.1505         -10490.8719       672.7634         0.0000         0.0000         0.0000          -8862.3998         0.0000     -8862.3998     -8862.3998         0.0000            456.6748       456.1404   1000000.0000       456.6748       456.1404
ENERGY:    3301        59.8416       211.6966       672.2410        10.1765         -10491.2510       673.3950         0.0000         0.0000         0.0000          -8863.9003         0.0000     -8863.9003     -8863.9003         0.0000            457.2458       456.4895   1000000.0000       457.2458       456.4895
ENERGY:    3302        59.9363       211.6455       672.2733        10.1693         -10491.2357       673.3258         0.0000         0.0000         0.0000          -8863.8855         0.0000     -8863.8855     -8863.8855         0.0000            457.1958       456.4621   1000000.0000       457.1958       456.4621
ENERGY:    3303        59.8504       211.6911       672.2442        10.1758         -10491.2498       673.3880         0.0000         0.0000         0.0000          -8863.9003         0.0000     -8863.9003     -8863.9003         0.0000            457.2408       456.4868   1000000.0000       457.2408       456.4868
ENERGY:    3304        59.8435       211.6954       672.2417        10.1764         -10491.2508       673.3935         0.0000         0.0000         0.0000          -8863.9004         0.0000     -8863.9004     -8863.9004         0.0000            457.2447       456.4889   1000000.0000       457.2447       456.4889
ENERGY:    3305        60.3290       211.9122       672.7637        10.1305         -10490.8567       672.7267         0.0000         0.0000         0.0000          -8862.9946         0.0000     -8862.9946     -8862.9946         0.0000            455.5732       455.2653   1000000.0000       455.5732       455.2653
ENERGY:    3306        59.7609       211.5980       672.3990        10.1416         -10491.2311       673.1449         0.0000         0.0000         0.0000          -8864.1867         0.0000     -8864.1867     -8864.1867         0.0000            456.7255       456.1196   1000000.0000       456.7255       456.1196
ENERGY:    3307        59.7732       211.5984       672.4328        10.1369         -10491.2146       673.0974         0.0000         0.0000         0.0000          -8864.1758         0.0000     -8864.1758     -8864.1758         0.0000            456.6154       456.0398   1000000.0000       456.6154       456.0398
ENERGY:    3308        59.7617       211.5978       672.4023        10.1411         -10491.2298       673.1401         0.0000         0.0000         0.0000          -8864.1868         0.0000     -8864.1868     -8864.1868         0.0000            456.7144       456.1116   1000000.0000       456.7144       456.1116
ENERGY:    3309        59.7615       211.5978       672.4014        10.1413         -10491.2300       673.1413         0.0000         0.0000         0.0000          -8864.1866         0.0000     -8864.1866     -8864.1866         0.0000            456.7175       456.1138   1000000.0000       456.7175       456.1138
ENERGY:    3310        59.7617       211.5978       672.4023        10.1411         -10491.2298       673.1401         0.0000         0.0000         0.0000          -8864.1868         0.0000     -8864.1868     -8864.1868         0.0000            456.7144       456.1116   1000000.0000       456.7144       456.1116
ENERGY:    3311        60.4757       211.1969       672.9477        10.2506         -10490.0304       671.7864         0.0000         0.0000         0.0000          -8863.3731         0.0000     -8863.3731     -8863.3731         0.0000            458.1270       457.6438   1000000.0000       458.1270       457.6438
ENERGY:    3312        59.7591       211.3159       672.5729        10.1611         -10490.9297       672.6556         0.0000         0.0000         0.0000          -8864.4651         0.0000     -8864.4651     -8864.4651         0.0000            457.2157       456.6529   1000000.0000       457.2157       456.6529
ENERGY:    3313        59.7876       211.2776       672.6082        10.1671         -10490.8565       672.5629         0.0000         0.0000         0.0000          -8864.4532         0.0000     -8864.4532     -8864.4532         0.0000            457.3125       456.7577   1000000.0000       457.3125       456.7577
ENERGY:    3314        59.7615       211.3118       672.5764        10.1616         -10490.9226       672.6463         0.0000         0.0000         0.0000          -8864.4650         0.0000     -8864.4650     -8864.4650         0.0000            457.2254       456.6634   1000000.0000       457.2254       456.6634
ENERGY:    3315        59.7593       211.3155       672.5732        10.1611         -10490.9290       672.6547         0.0000         0.0000         0.0000          -8864.4652         0.0000     -8864.4652     -8864.4652         0.0000            457.2167       456.6540   1000000.0000       457.2167       456.6540
ENERGY:    3316        59.7595       211.3151       672.5736        10.1612         -10490.9284       672.6538         0.0000         0.0000         0.0000          -8864.4652         0.0000     -8864.4652     -8864.4652         0.0000            457.2175       456.6549   1000000.0000       457.2175       456.6549
ENERGY:    3317        59.9599       211.6440       673.0377        10.3649         -10489.7868       671.1262         0.0000         0.0000         0.0000          -8863.6541         0.0000     -8863.6541     -8863.6541         0.0000            457.7857       456.8743   1000000.0000       457.7857       456.8743
ENERGY:    3318        59.5709       211.2894       672.7177        10.2123         -10490.6404       672.1125         0.0000         0.0000         0.0000          -8864.7376         0.0000     -8864.7376     -8864.7376         0.0000            457.4346       456.7573   1000000.0000       457.4346       456.7573
ENERGY:    3319        59.5639       211.3005       672.7477        10.2245         -10490.5730       672.0080         0.0000         0.0000         0.0000          -8864.7283         0.0000     -8864.7283     -8864.7283         0.0000            457.4740       456.7735   1000000.0000       457.4740       456.7735
ENERGY:    3320        59.5697       211.2903       672.7207        10.2135         -10490.6337       672.1020         0.0000         0.0000         0.0000          -8864.7375         0.0000     -8864.7375     -8864.7375         0.0000            457.4387       456.7590   1000000.0000       457.4387       456.7590
ENERGY:    3321        59.5706       211.2896       672.7183        10.2126         -10490.6391       672.1102         0.0000         0.0000         0.0000          -8864.7378         0.0000     -8864.7378     -8864.7378         0.0000            457.4354       456.7576   1000000.0000       457.4354       456.7576
ENERGY:    3322        59.6561       212.1626       673.0311        10.3410         -10490.0229       670.5068         0.0000         0.0000         0.0000          -8864.3251         0.0000     -8864.3251     -8864.3251         0.0000            457.1993       456.0046   1000000.0000       457.1993       456.0046
ENERGY:    3323        59.4139       211.5058       672.8306        10.2451         -10490.4909       671.4372         0.0000         0.0000         0.0000          -8865.0582         0.0000     -8865.0582     -8865.0582         0.0000            457.3635       456.4806   1000000.0000       457.3635       456.4806
ENERGY:    3324        59.4121       211.5537       672.8490        10.2522         -10490.4567       671.3390         0.0000         0.0000         0.0000          -8865.0508         0.0000     -8865.0508     -8865.0508         0.0000            457.3502       456.4363   1000000.0000       457.3502       456.4363
ENERGY:    3325        59.4135       211.5104       672.8324        10.2458         -10490.4876       671.4273         0.0000         0.0000         0.0000          -8865.0582         0.0000     -8865.0582     -8865.0582         0.0000            457.3622       456.4762   1000000.0000       457.3622       456.4762
ENERGY:    3326        59.4138       211.5067       672.8309        10.2452         -10490.4903       671.4354         0.0000         0.0000         0.0000          -8865.0582         0.0000     -8865.0582     -8865.0582         0.0000            457.3632       456.4798   1000000.0000       457.3632       456.4798
ENERGY:    3327        60.4260       211.8428       673.1664        10.3282         -10489.9818       669.6901         0.0000         0.0000         0.0000          -8864.5283         0.0000     -8864.5283     -8864.5283         0.0000            457.6379       456.8338   1000000.0000       457.6379       456.8338
ENERGY:    3328        59.5913       211.4944       672.9455        10.2611         -10490.3920       670.7444         0.0000         0.0000         0.0000          -8865.3552         0.0000     -8865.3552     -8865.3552         0.0000            457.4875       456.6341   1000000.0000       457.4875       456.6341
ENERGY:    3329        59.6445       211.5084       672.9660        10.2656         -10490.3650       670.6330         0.0000         0.0000         0.0000          -8865.3476         0.0000     -8865.3476     -8865.3476         0.0000            457.5057       456.6572   1000000.0000       457.5057       456.6572
ENERGY:    3330        59.5963       211.4956       672.9475        10.2616         -10490.3895       670.7332         0.0000         0.0000         0.0000          -8865.3553         0.0000     -8865.3553     -8865.3553         0.0000            457.4894       456.6364   1000000.0000       457.4894       456.6364
ENERGY:    3331        59.5941       211.4950       672.9466        10.2614         -10490.3904       670.7381         0.0000         0.0000         0.0000          -8865.3551         0.0000     -8865.3551     -8865.3551         0.0000            457.4886       456.6355   1000000.0000       457.4886       456.6355
ENERGY:    3332        59.5963       211.4956       672.9475        10.2616         -10490.3895       670.7332         0.0000         0.0000         0.0000          -8865.3553         0.0000     -8865.3553     -8865.3553         0.0000            457.4894       456.6364   1000000.0000       457.4894       456.6364
ENERGY:    3333        60.9262       211.5522       673.3320        10.3289         -10490.1036       669.2694         0.0000         0.0000         0.0000          -8864.6949         0.0000     -8864.6949     -8864.6949         0.0000            455.8972       455.1360   1000000.0000       455.8972       455.1360
ENERGY:    3334        59.8558       211.3735       673.0707        10.2698         -10490.3786       670.1804         0.0000         0.0000         0.0000          -8865.6285         0.0000     -8865.6285     -8865.6285         0.0000            456.9525       456.1328   1000000.0000       456.9525       456.1328
ENERGY:    3335        59.9283       211.3677       673.0949        10.2731         -10490.3661       670.0824         0.0000         0.0000         0.0000          -8865.6197         0.0000     -8865.6197     -8865.6197         0.0000            456.8505       456.0367   1000000.0000       456.8505       456.0367
ENERGY:    3336        59.8627       211.3727       673.0731        10.2701         -10490.3777       670.1706         0.0000         0.0000         0.0000          -8865.6287         0.0000     -8865.6287     -8865.6287         0.0000            456.9423       456.1231   1000000.0000       456.9423       456.1231
ENERGY:    3337        59.8613       211.3728       673.0726        10.2700         -10490.3780       670.1725         0.0000         0.0000         0.0000          -8865.6287         0.0000     -8865.6287     -8865.6287         0.0000            456.9442       456.1249   1000000.0000       456.9442       456.1249
ENERGY:    3338        59.8607       211.3729       673.0724        10.2700         -10490.3780       670.1733         0.0000         0.0000         0.0000          -8865.6287         0.0000     -8865.6287     -8865.6287         0.0000            456.9452       456.1258   1000000.0000       456.9452       456.1258
ENERGY:    3339        59.8613       211.3728       673.0726        10.2700         -10490.3780       670.1725         0.0000         0.0000         0.0000          -8865.6287         0.0000     -8865.6287     -8865.6287         0.0000            456.9442       456.1249   1000000.0000       456.9442       456.1249
ENERGY:    3340        60.3665       211.6149       673.7161        10.3357         -10489.6721       668.7946         0.0000         0.0000         0.0000          -8864.8442         0.0000     -8864.8442     -8864.8442         0.0000            455.5656       455.3895   1000000.0000       455.5656       455.3895
ENERGY:    3341        59.8045       211.3237       673.2736        10.2730         -10490.2337       669.6694         0.0000         0.0000         0.0000          -8865.8894         0.0000     -8865.8894     -8865.8894         0.0000            456.5079       455.9031   1000000.0000       456.5079       455.9031
ENERGY:    3342        59.8201       211.3294       673.3155        10.2758         -10490.1942       669.5736         0.0000         0.0000         0.0000          -8865.8797         0.0000     -8865.8797     -8865.8797         0.0000            456.4175       455.8556   1000000.0000       456.4175       455.8556
ENERGY:    3343        59.8057       211.3240       673.2778        10.2732         -10490.2300       669.6598         0.0000         0.0000         0.0000          -8865.8895         0.0000     -8865.8895     -8865.8895         0.0000            456.4988       455.8983   1000000.0000       456.4988       455.8983
ENERGY:    3344        59.8053       211.3239       673.2765        10.2731         -10490.2313       669.6628         0.0000         0.0000         0.0000          -8865.8896         0.0000     -8865.8896     -8865.8896         0.0000            456.5016       455.8998   1000000.0000       456.5016       455.8998
ENERGY:    3345        59.8052       211.3239       673.2762        10.2731         -10490.2316       669.6635         0.0000         0.0000         0.0000          -8865.8897         0.0000     -8865.8897     -8865.8897         0.0000            456.5023       455.9001   1000000.0000       456.5023       455.9001
ENERGY:    3346        59.8052       211.3239       673.2759        10.2731         -10490.2318       669.6641         0.0000         0.0000         0.0000          -8865.8896         0.0000     -8865.8896     -8865.8896         0.0000            456.5028       455.9004   1000000.0000       456.5028       455.9004
ENERGY:    3347        59.8052       211.3239       673.2762        10.2731         -10490.2316       669.6635         0.0000         0.0000         0.0000          -8865.8897         0.0000     -8865.8897     -8865.8897         0.0000            456.5023       455.9001   1000000.0000       456.5023       455.9001
ENERGY:    3348        59.4273       212.0187       673.8511        10.3545         -10489.0169       668.1328         0.0000         0.0000         0.0000          -8865.2326         0.0000     -8865.2326     -8865.2326         0.0000            455.5475       455.0636   1000000.0000       455.5475       455.0636
ENERGY:    3349        59.4695       211.4381       673.4670        10.2831         -10489.9050       669.0724         0.0000         0.0000         0.0000          -8866.1749         0.0000     -8866.1749     -8866.1749         0.0000            456.1843       455.6245   1000000.0000       456.1843       455.6245
ENERGY:    3350        59.4321       211.4745       673.5033        10.2872         -10489.8334       668.9700         0.0000         0.0000         0.0000          -8866.1663         0.0000     -8866.1663     -8866.1663         0.0000            456.1237       455.5716   1000000.0000       456.1237       455.5716
ENERGY:    3351        59.4654       211.4415       673.4706        10.2835         -10489.8980       669.0621         0.0000         0.0000         0.0000          -8866.1749         0.0000     -8866.1749     -8866.1749         0.0000            456.1782       455.6193   1000000.0000       456.1782       455.6193
ENERGY:    3352        60.0402       212.0000       673.6467        10.3179         -10488.5457       667.1331         0.0000         0.0000         0.0000          -8865.4078         0.0000     -8865.4078     -8865.4078         0.0000            458.2982       456.9907   1000000.0000       458.2982       456.9907
ENERGY:    3353        59.4431       211.5011       673.5165        10.2790         -10489.5504       668.3569         0.0000         0.0000         0.0000          -8866.4537         0.0000     -8866.4537     -8866.4537         0.0000            456.9201       456.1070   1000000.0000       456.9201       456.1070
ENERGY:    3354        59.4648       211.5283       673.5271        10.2801         -10489.4686       668.2255         0.0000         0.0000         0.0000          -8866.4428         0.0000     -8866.4428     -8866.4428         0.0000            457.0620       456.1995   1000000.0000       457.0620       456.1995
ENERGY:    3355        59.4449       211.5036       673.5175        10.2791         -10489.5419       668.3437         0.0000         0.0000         0.0000          -8866.4531         0.0000     -8866.4531     -8866.4531         0.0000            456.9346       456.1165   1000000.0000       456.9346       456.1165
ENERGY:    3356        59.4433       211.5014       673.5166        10.2790         -10489.5495       668.3556         0.0000         0.0000         0.0000          -8866.4536         0.0000     -8866.4536     -8866.4536         0.0000            456.9216       456.1080   1000000.0000       456.9216       456.1080
ENERGY:    3357        59.4431       211.5011       673.5165        10.2790         -10489.5504       668.3569         0.0000         0.0000         0.0000          -8866.4537         0.0000     -8866.4537     -8866.4537         0.0000            456.9202       456.1070   1000000.0000       456.9202       456.1070
ENERGY:    3358        60.6140       212.0953       673.5673        10.3281         -10489.0677       667.2839         0.0000         0.0000         0.0000          -8865.1791         0.0000     -8865.1791     -8865.1791         0.0000            457.1915       455.8305   1000000.0000       457.1915       455.8305
ENERGY:    3359        59.5394       211.4967       673.5153        10.2691         -10489.5268       668.0014         0.0000         0.0000         0.0000          -8866.7048         0.0000     -8866.7048     -8866.7048         0.0000            457.0252       456.0556   1000000.0000       457.0252       456.0556
ENERGY:    3360        59.5933       211.5175       673.5170        10.2697         -10489.5059       667.9190         0.0000         0.0000         0.0000          -8866.6894         0.0000     -8866.6894     -8866.6894         0.0000            457.0481       456.0396   1000000.0000       457.0481       456.0396
ENERGY:    3361        59.5443       211.4984       673.5154        10.2691         -10489.5251       667.9931         0.0000         0.0000         0.0000          -8866.7047         0.0000     -8866.7047     -8866.7047         0.0000            457.0276       456.0540   1000000.0000       457.0276       456.0540
ENERGY:    3362        59.5409       211.4973       673.5153        10.2691         -10489.5263       667.9988         0.0000         0.0000         0.0000          -8866.7048         0.0000     -8866.7048     -8866.7048         0.0000            457.0260       456.0551   1000000.0000       457.0260       456.0551
