# step Etot Epot T p 
4002 -8915.1382 -8915.1382 0.0 463.2014 
4003 -8915.1383 -8915.1383 0.0 463.2006 
4004 -8913.0637 -8913.0637 0.0 464.9907 
4005 -8915.5439 -8915.5439 0.0 463.7675 
4006 -8915.5209 -8915.5209 0.0 463.901 
4007 -8915.5437 -8915.5437 0.0 463.781 
4008 -8915.5438 -8915.5438 0.0 463.7692 
4009 -8915.5439 -8915.5439 0.0 463.7675 
4010 -8913.8547 -8913.8547 0.0 463.0832 
4011 -8915.9687 -8915.9687 0.0 463.6066 
4012 -8915.9473 -8915.9473 0.0 463.5648 
4013 -8915.9684 -8915.9684 0.0 463.6026 
4014 -8915.9687 -8915.9687 0.0 463.6062 
4015 -8913.6255 -8913.6255 0.0 463.9279 
4016 -8916.3283 -8916.3283 0.0 463.7454 
4017 -8916.3015 -8916.3015 0.0 463.7769 
4018 -8916.3283 -8916.3283 0.0 463.7485 
4019 -8916.3286 -8916.3286 0.0 463.7462 
4020 -8916.3286 -8916.3286 0.0 463.7461 
4021 -8916.3285 -8916.3285 0.0 463.746 
4022 -8916.3286 -8916.3286 0.0 463.7461 
4023 -8913.7971 -8913.7971 0.0 463.9001 
4024 -8916.6705 -8916.6705 0.0 463.8448 
4025 -8916.6412 -8916.6412 0.0 463.8662 
4026 -8916.6703 -8916.6703 0.0 463.8471 
4027 -8916.6705 -8916.6705 0.0 463.8451 
4028 -8913.0373 -8913.0373 0.0 464.8008 
4029 -8916.9616 -8916.9616 0.0 464.1123 
4030 -8916.922 -8916.922 0.0 464.2023 
4031 -8916.9611 -8916.9611 0.0 464.1215 
4032 -8916.9615 -8916.9615 0.0 464.1132 
4033 -8916.9615 -8916.9615 0.0 464.1124 
4034 -8916.9616 -8916.9616 0.0 464.1123 
4035 -8913.8559 -8913.8559 0.0 462.5192 
4036 -8917.2928 -8917.2928 0.0 463.8003 
4037 -8917.26 -8917.26 0.0 463.6906 
4038 -8917.2927 -8917.2927 0.0 463.7895 
4039 -8917.2927 -8917.2927 0.0 463.7983 
4040 -8917.2928 -8917.2928 0.0 463.8001 
4041 -8917.2928 -8917.2928 0.0 463.8004 
4042 -8914.8496 -8914.8496 0.0 463.2969 
4043 -8917.6432 -8917.6432 0.0 463.7285 
4044 -8917.6158 -8917.6158 0.0 463.7006 
4045 -8917.6431 -8917.6431 0.0 463.7258 
4046 -8917.6432 -8917.6432 0.0 463.7281 
4047 -8914.5272 -8914.5272 0.0 463.473 
4048 -8917.9607 -8917.9607 0.0 463.731 
4049 -8917.9267 -8917.9267 0.0 463.7238 
4050 -8917.9605 -8917.9605 0.0 463.7304 
4051 -8917.9606 -8917.9606 0.0 463.731 
4052 -8917.9606 -8917.9606 0.0 463.7311 
4053 -8917.9607 -8917.9607 0.0 463.7311 
4054 -8913.8981 -8913.8981 0.0 462.7418 
4055 -8918.2793 -8918.2793 0.0 463.5934 
4056 -8918.2362 -8918.2362 0.0 463.5324 
4057 -8918.279 -8918.279 0.0 463.5875 
4058 -8918.2793 -8918.2793 0.0 463.5928 
4059 -8914.4909 -8914.4909 0.0 465.3246 
4060 -8918.6096 -8918.6096 0.0 464.0482 
4061 -8918.5689 -8918.5689 0.0 464.1995 
4062 -8918.6092 -8918.6092 0.0 464.0636 
4063 -8918.6095 -8918.6095 0.0 464.0498 
4064 -8918.6096 -8918.6096 0.0 464.0484 
4065 -8918.6096 -8918.6096 0.0 464.0482 
4066 -8913.9102 -8913.9102 0.0 464.645 
4067 -8918.8843 -8918.8843 0.0 464.2288 
4068 -8918.8355 -8918.8355 0.0 464.2958 
4069 -8918.8838 -8918.8838 0.0 464.2358 
4070 -8918.8843 -8918.8843 0.0 464.2295 
4071 -8918.8843 -8918.8843 0.0 464.2295 
4072 -8918.8843 -8918.8843 0.0 464.2295 
4073 -8915.4796 -8915.4796 0.0 463.9935 
4074 -8919.1957 -8919.1957 0.0 464.2346 
4075 -8919.1583 -8919.1583 0.0 464.229 
4076 -8919.1955 -8919.1955 0.0 464.2341 
4077 -8919.1957 -8919.1957 0.0 464.2345 
4078 -8919.1957 -8919.1957 0.0 464.2345 
4079 -8919.1957 -8919.1957 0.0 464.2345 
4080 -8919.1957 -8919.1957 0.0 464.2345 
4081 -8916.1619 -8916.1619 0.0 464.1354 
4082 -8919.5066 -8919.5066 0.0 464.262 
4083 -8919.4745 -8919.4745 0.0 464.2639 
4084 -8919.5064 -8919.5064 0.0 464.2623 
4085 -8919.5066 -8919.5066 0.0 464.262 
4086 -8916.2354 -8916.2354 0.0 464.2709 
4087 -8919.7805 -8919.7805 0.0 464.3125 
4088 -8919.7456 -8919.7456 0.0 464.3238 
4089 -8919.7801 -8919.7801 0.0 464.3138 
4090 -8919.7805 -8919.7805 0.0 464.3126 
4091 -8919.7805 -8919.7805 0.0 464.3125 
4092 -8916.7925 -8916.7925 0.0 464.7986 
4093 -8920.0533 -8920.0533 0.0 464.4671 
4094 -8920.0202 -8920.0202 0.0 464.5149 
4095 -8920.0527 -8920.0527 0.0 464.4721 
4096 -8920.0533 -8920.0533 0.0 464.4676 
4097 -8920.0533 -8920.0533 0.0 464.4676 
4098 -8920.0533 -8920.0533 0.0 464.4676 
4099 -8917.7374 -8917.7374 0.0 465.2399 
4100 -8920.3411 -8920.3411 0.0 464.7019 
4101 -8920.3152 -8920.3152 0.0 464.7669 
4102 -8920.341 -8920.341 0.0 464.7084 
4103 -8920.3412 -8920.3412 0.0 464.7026 
4104 -8920.3411 -8920.3411 0.0 464.7025 
4105 -8920.3412 -8920.3412 0.0 464.7026 
4106 -8918.2861 -8918.2861 0.0 466.0991 
4107 -8920.6278 -8920.6278 0.0 465.1025 
4108 -8920.604 -8920.604 0.0 465.2125 
4109 -8920.6277 -8920.6277 0.0 465.1135 
4110 -8920.6278 -8920.6278 0.0 465.1036 
4111 -8920.6278 -8920.6278 0.0 465.1026 
4112 -8920.6278 -8920.6278 0.0 465.1025 
4113 -8918.5949 -8918.5949 0.0 465.7211 
4114 -8920.8964 -8920.8964 0.0 465.2964 
4115 -8920.875 -8920.875 0.0 465.3478 
4116 -8920.8961 -8920.8961 0.0 465.3018 
4117 -8920.8965 -8920.8965 0.0 465.2969 
4118 -8920.8965 -8920.8965 0.0 465.2969 
4119 -8920.8965 -8920.8965 0.0 465.2969 
4120 -8918.6637 -8918.6637 0.0 464.8317 
4121 -8921.1354 -8921.1354 0.0 465.22 
4122 -8921.1113 -8921.1113 0.0 465.1907 
4123 -8921.135 -8921.135 0.0 465.2172 
4124 -8921.1354 -8921.1354 0.0 465.2197 
4125 -8921.1354 -8921.1354 0.0 465.2198 
4126 -8921.1354 -8921.1354 0.0 465.2197 
4127 -8919.9231 -8919.9231 0.0 466.193 
4128 -8921.4289 -8921.4289 0.0 465.5456 
4129 -8921.4139 -8921.4139 0.0 465.616 
4130 -8921.4287 -8921.4287 0.0 465.5528 
4131 -8921.4289 -8921.4289 0.0 465.5463 
4132 -8920.2089 -8920.2089 0.0 464.2251 
4133 -8921.7053 -8921.7053 0.0 465.1762 
4134 -8921.6912 -8921.6912 0.0 465.0864 
4135 -8921.705 -8921.705 0.0 465.1675 
4136 -8921.7053 -8921.7053 0.0 465.1754 
4137 -8921.7053 -8921.7053 0.0 465.1763 
4138 -8920.3871 -8920.3871 0.0 464.0168 
4139 -8921.9589 -8921.9589 0.0 464.8724 
4140 -8921.9433 -8921.9433 0.0 464.7932 
4141 -8921.9588 -8921.9588 0.0 464.8645 
4142 -8921.9588 -8921.9588 0.0 464.8709 
4143 -8921.9588 -8921.9588 0.0 464.8722 
4144 -8921.9589 -8921.9589 0.0 464.8725 
4145 -8921.012 -8921.012 0.0 464.8111 
4146 -8922.2313 -8922.2313 0.0 464.8797 
4147 -8922.2187 -8922.2187 0.0 464.8781 
4148 -8922.2311 -8922.2311 0.0 464.8796 
4149 -8922.2311 -8922.2311 0.0 464.8798 
4150 -8922.2312 -8922.2312 0.0 464.8798 
4151 -8921.5661 -8921.5661 0.0 465.8528 
4152 -8922.5246 -8922.5246 0.0 465.2515 
4153 -8922.5155 -8922.5155 0.0 465.3155 
4154 -8922.5245 -8922.5245 0.0 465.258 
4155 -8922.5246 -8922.5246 0.0 465.2523 
4156 -8922.0953 -8922.0953 0.0 465.6578 
4157 -8922.8415 -8922.8415 0.0 465.4353 
4158 -8922.8337 -8922.8337 0.0 465.461 
4159 -8922.8415 -8922.8415 0.0 465.4379 
4160 -8921.9888 -8921.9888 0.0 464.2326 
4161 -8923.0924 -8923.0924 0.0 465.0742 
4162 -8923.082 -8923.082 0.0 464.9946 
4163 -8923.0921 -8923.0921 0.0 465.0664 
4164 -8923.0924 -8923.0924 0.0 465.0734 
4165 -8923.0924 -8923.0924 0.0 465.0742 
4166 -8922.2897 -8922.2897 0.0 464.1243 
4167 -8923.3508 -8923.3508 0.0 464.7842 
4168 -8923.3415 -8923.3415 0.0 464.722 
4169 -8923.3508 -8923.3508 0.0 464.778 
4170 -8923.3508 -8923.3508 0.0 464.7805 
4171 -8923.3508 -8923.3508 0.0 464.778 
4172 -8922.6639 -8922.6639 0.0 461.8182 
4173 -8923.6117 -8923.6117 0.0 463.7826 
4174 -8923.6031 -8923.6031 0.0 463.5896 
4175 -8923.6117 -8923.6117 0.0 463.7633 
4176 -8923.6118 -8923.6118 0.0 463.771 
4177 -8923.6117 -8923.6117 0.0 463.7729 
4178 -8923.6118 -8923.6118 0.0 463.771 
4179 -8922.6804 -8922.6804 0.0 463.7726 
4180 -8923.8498 -8923.8498 0.0 463.7932 
4181 -8923.8383 -8923.8383 0.0 463.7955 
4182 -8923.8497 -8923.8497 0.0 463.7934 
4183 -8923.8498 -8923.8498 0.0 463.7932 
4184 -8923.8498 -8923.8498 0.0 463.7932 
4185 -8923.8498 -8923.8498 0.0 463.7932 
4186 -8922.5945 -8922.5945 0.0 465.1437 
4187 -8924.0641 -8924.0641 0.0 464.1889 
4188 -8924.0506 -8924.0506 0.0 464.2894 
4189 -8924.0641 -8924.0641 0.0 464.199 
4190 -8924.0642 -8924.0642 0.0 464.1909 
4191 -8924.0642 -8924.0642 0.0 464.1907 
4192 -8924.0642 -8924.0642 0.0 464.1909 
4193 -8922.4692 -8922.4692 0.0 466.2468 
4194 -8924.2607 -8924.2607 0.0 464.7254 
4195 -8924.2426 -8924.2426 0.0 464.8846 
4196 -8924.2604 -8924.2604 0.0 464.7414 
4197 -8924.2607 -8924.2607 0.0 464.727 
4198 -8923.0221 -8923.0221 0.0 464.4476 
4199 -8924.489 -8924.489 0.0 464.673 
4200 -8924.4757 -8924.4757 0.0 464.6556 
4201 -8924.489 -8924.489 0.0 464.6713 
4202 -8924.4889 -8924.4889 0.0 464.672 
4203 -8924.489 -8924.489 0.0 464.6712 
4204 -8923.0521 -8923.0521 0.0 461.8405 
4205 -8924.704 -8924.704 0.0 463.95 
4206 -8924.6873 -8924.6873 0.0 463.746 
4207 -8924.7041 -8924.7041 0.0 463.9295 
4208 -8924.704 -8924.704 0.0 463.9391 
4209 -8924.7041 -8924.7041 0.0 463.9295 
4210 -8922.6049 -8922.6049 0.0 462.8284 
4211 -8924.8837 -8924.8837 0.0 463.7208 
4212 -8923.0506 -8923.0506 0.0 463.7234 
4213 -8925.0953 -8925.0953 0.0 463.7571 
4214 -8923.6499 -8923.6499 0.0 465.67 
4215 -8925.3289 -8925.3289 0.0 464.3096 
4216 -8923.7879 -8923.7879 0.0 465.0435 
4217 -8925.5452 -8925.5452 0.0 464.5332 
4218 -8923.6876 -8923.6876 0.0 465.07 
4219 -8925.7331 -8925.7331 0.0 464.6906 
4220 -8924.3745 -8924.3745 0.0 462.4691 
4221 -8925.943 -8925.943 0.0 464.1262 
4222 -8924.4077 -8924.4077 0.0 462.8045 
4223 -8926.1329 -8926.1329 0.0 463.8276 
4224 -8926.1161 -8926.1161 0.0 463.7335 
4225 -8926.1328 -8926.1328 0.0 463.8183 
4226 -8926.1329 -8926.1329 0.0 463.8265 
4227 -8926.1329 -8926.1329 0.0 463.8266 
4228 -8926.1329 -8926.1329 0.0 463.8265 
4229 -8925.104 -8925.104 0.0 463.0158 
4230 -8926.3515 -8926.3515 0.0 463.6163 
4231 -8926.3391 -8926.3391 0.0 463.5625 
4232 -8926.3512 -8926.3512 0.0 463.6111 
4233 -8926.3515 -8926.3515 0.0 463.6158 
4234 -8925.5597 -8925.5597 0.0 464.2271 
4235 -8926.5861 -8926.5861 0.0 463.843 
4236 -8926.5759 -8926.5759 0.0 463.8871 
4237 -8926.586 -8926.586 0.0 463.8474 
4238 -8926.5861 -8926.5861 0.0 463.844 
4239 -8926.5861 -8926.5861 0.0 463.8439 
4240 -8926.5861 -8926.5861 0.0 463.844 
4241 -8925.7514 -8925.7514 0.0 464.1262 
4242 -8926.8078 -8926.8078 0.0 463.965 
4243 -8926.7976 -8926.7976 0.0 463.9873 
4244 -8926.8076 -8926.8076 0.0 463.9673 
4245 -8926.8079 -8926.8079 0.0 463.9652 
4246 -8925.9248 -8925.9248 0.0 464.5197 
4247 -8927.0158 -8927.0158 0.0 464.166 
4248 -8927.0053 -8927.0053 0.0 464.208 
4249 -8927.0157 -8927.0157 0.0 464.1703 
4250 -8927.0157 -8927.0157 0.0 464.1666 
4251 -8927.0158 -8927.0158 0.0 464.166 
4252 -8926.7311 -8926.7311 0.0 464.3434 
4253 -8927.3131 -8927.3131 0.0 464.2686 
4254 -8927.307 -8927.307 0.0 464.2799 
4255 -8927.313 -8927.313 0.0 464.2697 
4256 -8927.3131 -8927.3131 0.0 464.2687 
4257 -8927.3131 -8927.3131 0.0 464.2688 
4258 -8927.3131 -8927.3131 0.0 464.2687 
4259 -8926.8856 -8926.8856 0.0 463.3421 
4260 -8927.5786 -8927.5786 0.0 463.9429 
4261 -8927.5727 -8927.5727 0.0 463.8866 
4262 -8927.5787 -8927.5787 0.0 463.9373 
4263 -8927.5788 -8927.5788 0.0 463.9389 
4264 -8927.5787 -8927.5787 0.0 463.9393 
4265 -8927.5788 -8927.5788 0.0 463.9389 
4266 -8926.7071 -8926.7071 0.0 464.4707 
4267 -8927.7818 -8927.7818 0.0 464.1259 
4268 -8927.7708 -8927.7708 0.0 464.1661 
4269 -8927.7816 -8927.7816 0.0 464.13 
4270 -8927.7818 -8927.7818 0.0 464.1264 
4271 -8927.7818 -8927.7818 0.0 464.1268 
4272 -8926.7095 -8926.7095 0.0 464.4012 
4273 -8927.9615 -8927.9615 0.0 464.2272 
4274 -8927.9496 -8927.9496 0.0 464.2503 
4275 -8927.9614 -8927.9614 0.0 464.2295 
4276 -8927.9614 -8927.9614 0.0 464.2277 
4277 -8927.4676 -8927.4676 0.0 465.1186 
4278 -8928.1953 -8928.1953 0.0 464.5678 
4279 -8928.1889 -8928.1889 0.0 464.6256 
4280 -8928.1951 -8928.1951 0.0 464.5737 
4281 -8928.1953 -8928.1953 0.0 464.5684 
4282 -8928.1953 -8928.1953 0.0 464.5689 
4283 -8928.1953 -8928.1953 0.0 464.5684 
4284 -8927.2649 -8927.2649 0.0 464.6455 
4285 -8928.3833 -8928.3833 0.0 464.6091 
4286 -8928.3721 -8928.3721 0.0 464.617 
4287 -8928.3833 -8928.3833 0.0 464.6099 
4288 -8928.3834 -8928.3834 0.0 464.6092 
4289 -8927.8622 -8927.8622 0.0 465.5303 
4290 -8928.616 -8928.616 0.0 464.9528 
4291 -8928.6096 -8928.6096 0.0 465.0126 
4292 -8928.616 -8928.616 0.0 464.9588 
4293 -8928.6161 -8928.6161 0.0 464.9551 
4294 -8928.6161 -8928.6161 0.0 464.9549 
4295 -8928.6161 -8928.6161 0.0 464.9551 
4296 -8927.8888 -8927.8888 0.0 464.5575 
4297 -8928.8343 -8928.8343 0.0 464.8414 
4298 -8928.8251 -8928.8251 0.0 464.8159 
4299 -8928.834 -8928.834 0.0 464.8389 
4300 -8928.834 -8928.834 0.0 464.8412 
4301 -8928.8343 -8928.8343 0.0 464.8414 
4302 -8927.7681 -8927.7681 0.0 465.8573 
4303 -8929.0383 -8929.0383 0.0 465.1501 
4304 -8929.0265 -8929.0265 0.0 465.2247 
4305 -8929.0379 -8929.0379 0.0 465.1578 
4306 -8929.0382 -8929.0382 0.0 465.1509 
4307 -8929.0383 -8929.0383 0.0 465.1501 
4308 -8927.6418 -8927.6418 0.0 465.1122 
4309 -8929.2348 -8929.2348 0.0 465.1655 
4310 -8929.2192 -8929.2192 0.0 465.1668 
4311 -8929.2347 -8929.2347 0.0 465.1657 
4312 -8929.2349 -8929.2349 0.0 465.1656 
4313 -8929.2349 -8929.2349 0.0 465.1656 
4314 -8929.2349 -8929.2349 0.0 465.1656 
4315 -8928.2451 -8928.2451 0.0 465.4939 
4316 -8929.45 -8929.45 0.0 465.29 
4317 -8928.8137 -8928.8137 0.0 466.2409 
4318 -8929.6946 -8929.6946 0.0 465.6437 
4319 -8929.1037 -8929.1037 0.0 467.2902 
4320 -8929.9384 -8929.9384 0.0 466.2461 
4321 -8929.9297 -8929.9297 0.0 466.3551 
4322 -8929.9376 -8929.9376 0.0 466.2574 
4323 -8929.9381 -8929.9381 0.0 466.2474 
4324 -8929.6519 -8929.6519 0.0 467.3637 
4325 -8930.2151 -8930.2151 0.0 466.7341 
4326 -8930.2095 -8930.2095 0.0 466.8005 
4327 -8930.2151 -8930.2151 0.0 466.7408 
4328 -8930.2151 -8930.2151 0.0 466.7361 
4329 -8930.2151 -8930.2151 0.0 466.7347 
4330 -8930.2152 -8930.2152 0.0 466.7348 
4331 -8930.2152 -8930.2152 0.0 466.7349 
4332 -8930.2151 -8930.2151 0.0 466.7351 
4333 -8930.2152 -8930.2152 0.0 466.7349 
4334 -8929.783 -8929.783 0.0 467.5237 
4335 -8930.4607 -8930.4607 0.0 467.0622 
4336 -8930.4539 -8930.4539 0.0 467.1128 
4337 -8930.4608 -8930.4608 0.0 467.0672 
4338 -8930.4607 -8930.4607 0.0 467.0657 
4339 -8930.4608 -8930.4608 0.0 467.0672 
4340 -8930.2789 -8930.2789 0.0 467.4499 
4341 -8930.7394 -8930.7394 0.0 467.2627 
4342 -8930.6174 -8930.6174 0.0 467.9155 
4343 -8931.0301 -8931.0301 0.0 467.5884 
4344 -8931.0253 -8931.0253 0.0 467.6245 
4345 -8931.0301 -8931.0301 0.0 467.592 
4346 -8931.0301 -8931.0301 0.0 467.5889 
4347 -8930.8861 -8930.8861 0.0 468.792 
4348 -8931.31 -8931.31 0.0 468.1564 
4349 -8931.3053 -8931.3053 0.0 468.2233 
4350 -8931.3098 -8931.3098 0.0 468.1632 
4351 -8931.31 -8931.31 0.0 468.1571 
4352 -8931.31 -8931.31 0.0 468.1564 
4353 -8931.3037 -8931.3037 0.0 468.799 
4354 -8931.6179 -8931.6179 0.0 468.5033 
4355 -8931.614 -8931.614 0.0 468.5357 
4356 -8931.6177 -8931.6177 0.0 468.5066 
4357 -8931.6179 -8931.6179 0.0 468.5036 
4358 -8931.6179 -8931.6179 0.0 468.5033 
4359 -8931.4771 -8931.4771 0.0 468.1677 
4360 -8931.8941 -8931.8941 0.0 468.3804 
4361 -8931.8901 -8931.8901 0.0 468.3621 
4362 -8931.894 -8931.894 0.0 468.3786 
4363 -8931.8941 -8931.8941 0.0 468.3802 
4364 -8931.894 -8931.894 0.0 468.3801 
4365 -8931.8941 -8931.8941 0.0 468.3802 
4366 -8932.113 -8932.113 0.0 467.0361 
4367 -8930.2889 -8930.2889 0.0 465.5054 
4368 -8932.2659 -8932.2659 0.0 467.5846 
4369 -8932.2649 -8932.2649 0.0 467.5308 
4370 -8932.2657 -8932.2657 0.0 467.5793 
4371 -8932.2658 -8932.2658 0.0 467.5841 
4372 -8932.2658 -8932.2658 0.0 467.5846 
4373 -8932.2736 -8932.2736 0.0 468.1242 
4374 -8929.8037 -8929.8037 0.0 468.4707 
4375 -8932.5727 -8932.5727 0.0 467.8815 
4376 -8932.5702 -8932.5702 0.0 467.9079 
4377 -8932.5727 -8932.5727 0.0 467.8842 
4378 -8932.5727 -8932.5727 0.0 467.8837 
4379 -8932.5727 -8932.5727 0.0 467.8842 
4380 -8932.4955 -8932.4955 0.0 467.409 
4381 -8932.8565 -8932.8565 0.0 467.685 
4382 -8932.853 -8932.853 0.0 467.6598 
4383 -8932.8562 -8932.8562 0.0 467.6826 
4384 -8932.8563 -8932.8563 0.0 467.6849 
4385 -8932.8565 -8932.8565 0.0 467.685 
4386 -8932.6422 -8932.6422 0.0 467.9042 
4387 -8933.1162 -8933.1162 0.0 467.8015 
4388 -8933.1118 -8933.1118 0.0 467.8146 
4389 -8933.1163 -8933.1163 0.0 467.8028 
4390 -8933.1164 -8933.1164 0.0 467.8026 
4391 -8933.1164 -8933.1164 0.0 467.8025 
4392 -8933.1164 -8933.1164 0.0 467.8024 
4393 -8933.1164 -8933.1164 0.0 467.8023 
4394 -8933.1164 -8933.1164 0.0 467.8022 
4395 -8933.1164 -8933.1164 0.0 467.8023 
4396 -8933.0512 -8933.0512 0.0 468.6367 
4397 -8933.4055 -8933.4055 0.0 468.2193 
4398 -8933.4023 -8933.4023 0.0 468.2631 
4399 -8933.4056 -8933.4056 0.0 468.2237 
4400 -8933.4056 -8933.4056 0.0 468.2226 
4401 -8933.4056 -8933.4056 0.0 468.2223 
4402 -8933.4056 -8933.4056 0.0 468.2226 
4403 -8933.3133 -8933.3133 0.0 467.8658 
4404 -8933.6897 -8933.6897 0.0 468.0773 
4405 -8933.6863 -8933.6863 0.0 468.0581 
4406 -8933.6896 -8933.6896 0.0 468.0754 
4407 -8933.6896 -8933.6896 0.0 468.0766 
4408 -8933.6897 -8933.6897 0.0 468.0773 
4409 -8933.4879 -8933.4879 0.0 467.0633 
4410 -8933.9589 -8933.9589 0.0 467.6607 
4411 -8933.9541 -8933.9541 0.0 467.6035 
4412 -8933.959 -8933.959 0.0 467.655 
4413 -8933.9589 -8933.9589 0.0 467.657 
4414 -8933.959 -8933.959 0.0 467.655 
4415 -8933.5302 -8933.5302 0.0 466.7276 
4416 -8934.1889 -8934.1889 0.0 467.332 
4417 -8934.1831 -8934.1831 0.0 467.2745 
4418 -8934.189 -8934.189 0.0 467.3262 
4419 -8934.1891 -8934.1891 0.0 467.3274 
4420 -8934.1891 -8934.1891 0.0 467.3279 
4421 -8934.1891 -8934.1891 0.0 467.3283 
4422 -8934.1891 -8934.1891 0.0 467.3279 
4423 -8933.7366 -8933.7366 0.0 468.2929 
4424 -8934.4199 -8934.4199 0.0 467.7043 
4425 -8934.4143 -8934.4143 0.0 467.7659 
4426 -8934.4196 -8934.4196 0.0 467.7106 
4427 -8934.4199 -8934.4199 0.0 467.7049 
4428 -8934.4199 -8934.4199 0.0 467.7054 
4429 -8934.4199 -8934.4199 0.0 467.7059 
4430 -8934.4199 -8934.4199 0.0 467.7054 
4431 -8934.1425 -8934.1425 0.0 467.2874 
4432 -8934.6874 -8934.6874 0.0 467.553 
4433 -8934.6824 -8934.6824 0.0 467.5289 
4434 -8934.6877 -8934.6877 0.0 467.5505 
4435 -8934.6877 -8934.6877 0.0 467.5508 
4436 -8934.6877 -8934.6877 0.0 467.5505 
4437 -8934.2088 -8934.2088 0.0 466.6623 
4438 -8934.9241 -8934.9241 0.0 467.2495 
4439 -8934.9175 -8934.9175 0.0 467.1941 
4440 -8934.9242 -8934.9242 0.0 467.2439 
4441 -8934.924 -8934.924 0.0 467.2454 
4442 -8934.9242 -8934.9242 0.0 467.2439 
4443 -8934.3501 -8934.3501 0.0 467.9587 
4444 -8935.1496 -8935.1496 0.0 467.5173 
4445 -8935.143 -8935.143 0.0 467.5649 
4446 -8935.1497 -8935.1497 0.0 467.5221 
4447 -8935.1499 -8935.1499 0.0 467.5201 
4448 -8935.1499 -8935.1499 0.0 467.5198 
4449 -8935.1498 -8935.1498 0.0 467.5196 
4450 -8935.1499 -8935.1499 0.0 467.5198 
4451 -8934.6792 -8934.6792 0.0 467.5123 
4452 -8935.4012 -8935.4012 0.0 467.5401 
4453 -8934.6849 -8934.6849 0.0 466.8532 
4454 -8935.6303 -8935.6303 0.0 467.3391 
4455 -8934.7348 -8934.7348 0.0 467.555 
4456 -8935.8491 -8935.8491 0.0 467.4311 
4457 -8935.8392 -8935.8392 0.0 467.4482 
4458 -8935.849 -8935.849 0.0 467.4329 
4459 -8935.8491 -8935.8491 0.0 467.4313 
4460 -8934.8992 -8934.8992 0.0 468.0026 
4461 -8936.0721 -8936.0721 0.0 467.6285 
4462 -8936.0609 -8936.0609 0.0 467.6707 
4463 -8936.0718 -8936.0718 0.0 467.6329 
4464 -8936.0721 -8936.0721 0.0 467.6289 
4465 -8936.072 -8936.072 0.0 467.6285 
4466 -8935.218 -8935.218 0.0 466.512 
4467 -8936.315 -8936.315 0.0 467.2943 
4468 -8936.3036 -8936.3036 0.0 467.2207 
4469 -8936.3152 -8936.3152 0.0 467.2868 
4470 -8936.3152 -8936.3152 0.0 467.2889 
4471 -8936.3152 -8936.3152 0.0 467.2868 
4472 -8935.2722 -8935.2722 0.0 465.4644 
4473 -8936.5193 -8936.5193 0.0 466.7838 
4474 -8936.5068 -8936.5068 0.0 466.657 
4475 -8936.5193 -8936.5193 0.0 466.7711 
4476 -8936.5195 -8936.5195 0.0 466.7767 
4477 -8936.5195 -8936.5195 0.0 466.7774 
4478 -8936.5195 -8936.5195 0.0 466.7767 
4479 -8935.717 -8935.717 0.0 466.2468 
4480 -8936.7406 -8936.7406 0.0 466.632 
4481 -8936.7304 -8936.7304 0.0 466.5981 
4482 -8936.7406 -8936.7406 0.0 466.6286 
4483 -8935.62 -8935.62 0.0 466.3921 
4484 -8936.9201 -8936.9201 0.0 466.5902 
4485 -8936.9075 -8936.9075 0.0 466.5765 
4486 -8936.9198 -8936.9198 0.0 466.589 
4487 -8936.9201 -8936.9201 0.0 466.5901 
4488 -8936.9201 -8936.9201 0.0 466.5903 
4489 -8936.1859 -8936.1859 0.0 465.7078 
4490 -8937.1296 -8937.1296 0.0 466.3334 
4491 -8937.1203 -8937.1203 0.0 466.2758 
4492 -8937.1297 -8937.1297 0.0 466.3277 
4493 -8937.1296 -8937.1296 0.0 466.3297 
4494 -8937.1297 -8937.1297 0.0 466.3276 
4495 -8936.6513 -8936.6513 0.0 465.2371 
4496 -8937.3566 -8937.3566 0.0 465.9563 
4497 -8937.3505 -8937.3505 0.0 465.8876 
4498 -8937.3566 -8937.3566 0.0 465.9494 
4499 -8937.3566 -8937.3566 0.0 465.952 
4500 -8937.3566 -8937.3566 0.0 465.9494 
4501 -8936.8417 -8936.8417 0.0 464.9605 
4502 -8937.5713 -8937.5713 0.0 465.6246 
4503 -8937.5655 -8937.5655 0.0 465.5612 
4504 -8937.5714 -8937.5714 0.0 465.6182 
4505 -8937.5714 -8937.5714 0.0 465.6195 
4506 -8937.5714 -8937.5714 0.0 465.6182 
4507 -8936.8904 -8936.8904 0.0 464.3087 
4508 -8937.7599 -8937.7599 0.0 465.2244 
4509 -8937.7518 -8937.7518 0.0 465.1369 
4510 -8937.7601 -8937.7601 0.0 465.2156 
4511 -8937.7601 -8937.7601 0.0 465.2171 
4512 -8937.7601 -8937.7601 0.0 465.2156 
4513 -8937.2571 -8937.2571 0.0 465.1533 
4514 -8937.9623 -8937.9623 0.0 465.2131 
4515 -8937.9555 -8937.9555 0.0 465.2103 
4516 -8937.9623 -8937.9623 0.0 465.2128 
4517 -8937.9624 -8937.9624 0.0 465.2129 
4518 -8937.9624 -8937.9624 0.0 465.2129 
4519 -8937.9624 -8937.9624 0.0 465.2129 
4520 -8937.5745 -8937.5745 0.0 466.2341 
4521 -8938.1729 -8938.1729 0.0 465.6109 
4522 -8938.167 -8938.167 0.0 465.6759 
4523 -8938.173 -8938.173 0.0 465.6174 
4524 -8938.1729 -8938.1729 0.0 465.6159 
