# step Etot Epot T p 
1146 -8466.4549 -8466.4549 0.0 394.5507 
1147 -8450.2464 -8450.2464 0.0 396.0298 
1148 -8468.2421 -8468.2421 0.0 393.6951 
1149 -8468.2249 -8468.2249 0.0 393.7857 
1150 -8468.2423 -8468.2423 0.0 393.7041 
1151 -8468.2423 -8468.2423 0.0 393.7013 
1152 -8468.2423 -8468.2423 0.0 393.7003 
1153 -8468.2423 -8468.2423 0.0 393.7013 
1154 -8468.8614 -8468.8614 0.0 394.5516 
1155 -8453.3564 -8453.3564 0.0 394.9164 
1156 -8470.5658 -8470.5658 0.0 394.221 
1157 -8470.5499 -8470.5499 0.0 394.2584 
1158 -8470.5658 -8470.5658 0.0 394.2247 
1159 -8472.5319 -8472.5319 0.0 394.1093 
1160 -8461.6647 -8461.6647 0.0 393.6461 
1161 -8473.2931 -8473.2931 0.0 394.1911 
1162 -8473.2866 -8473.2866 0.0 394.1845 
1163 -8473.2931 -8473.2931 0.0 394.1904 
1164 -8474.3976 -8474.3976 0.0 395.0094 
1165 -8461.2019 -8461.2019 0.0 395.4037 
1166 -8475.6618 -8475.6618 0.0 394.7187 
1167 -8475.6489 -8475.6489 0.0 394.7517 
1168 -8475.662 -8475.662 0.0 394.7219 
1169 -8475.6618 -8475.6618 0.0 394.7211 
1170 -8475.662 -8475.662 0.0 394.7219 
1171 -8476.3401 -8476.3401 0.0 391.4268 
1172 -8462.0961 -8462.0961 0.0 387.6904 
1173 -8477.8694 -8477.8694 0.0 392.9801 
1174 -8477.8549 -8477.8549 0.0 392.8288 
1175 -8477.8692 -8477.8692 0.0 392.9651 
1176 -8477.8692 -8477.8692 0.0 392.9783 
1177 -8477.8694 -8477.8694 0.0 392.9801 
1178 -8479.1616 -8479.1616 0.0 391.799 
1179 -8466.656 -8466.656 0.0 390.2452 
1180 -8480.2854 -8480.2854 0.0 392.3271 
1181 -8480.2752 -8480.2752 0.0 392.277 
1182 -8480.2855 -8480.2855 0.0 392.3221 
1183 -8480.2853 -8480.2853 0.0 392.3242 
1184 -8480.2855 -8480.2855 0.0 392.3221 
1185 -8481.7709 -8481.7709 0.0 392.3921 
1186 -8469.7593 -8469.7593 0.0 392.1444 
1187 -8482.7832 -8482.7832 0.0 392.4065 
1188 -8482.7736 -8482.7736 0.0 392.4074 
1189 -8482.7835 -8482.7835 0.0 392.4064 
1190 -8482.7835 -8482.7835 0.0 392.4064 
1191 -8482.7833 -8482.7833 0.0 392.4065 
1192 -8482.7835 -8482.7835 0.0 392.4064 
1193 -8484.1578 -8484.1578 0.0 395.2445 
1194 -8471.3534 -8471.3534 0.0 397.7896 
1195 -8485.2934 -8485.2934 0.0 394.1428 
1196 -8485.2825 -8485.2825 0.0 394.2554 
1197 -8485.2932 -8485.2932 0.0 394.1541 
1198 -8485.2934 -8485.2934 0.0 394.1444 
1199 -8485.2934 -8485.2934 0.0 394.1428 
1200 -8485.3646 -8485.3646 0.0 395.7018 
1201 -8467.8422 -8467.8422 0.0 396.8787 
1202 -8487.5062 -8487.5062 0.0 394.9825 
1203 -8487.4848 -8487.4848 0.0 395.0595 
1204 -8487.5058 -8487.5058 0.0 394.9903 
1205 -8487.5061 -8487.5061 0.0 394.9834 
1206 -8487.5061 -8487.5061 0.0 394.9825 
1207 -8485.8466 -8485.8466 0.0 395.6427 
1208 -8489.4437 -8489.4437 0.0 395.3285 
1209 -8489.4086 -8489.4086 0.0 395.368 
1210 -8489.4435 -8489.4435 0.0 395.3325 
1211 -8489.4438 -8489.4438 0.0 395.3293 
1212 -8489.6441 -8489.6441 0.0 395.2876 
1213 -8470.9056 -8470.9056 0.0 395.0022 
1214 -8491.8759 -8491.8759 0.0 395.3498 
1215 -8491.8551 -8491.8551 0.0 395.3468 
1216 -8491.8758 -8491.8758 0.0 395.3495 
1217 -8490.3575 -8490.3575 0.0 394.7638 
1218 -8494.0317 -8494.0317 0.0 395.1458 
1219 -8493.9968 -8493.9968 0.0 395.1131 
1220 -8494.0315 -8494.0315 0.0 395.1427 
1221 -8494.0317 -8494.0317 0.0 395.1451 
1222 -8491.0898 -8491.0898 0.0 393.5378 
1223 -8496.0771 -8496.0771 0.0 394.5792 
1224 -8496.0313 -8496.0313 0.0 394.4823 
1225 -8496.0769 -8496.0769 0.0 394.5697 
1226 -8496.0771 -8496.0771 0.0 394.5766 
1227 -8490.9053 -8490.9053 0.0 396.1107 
1228 -8497.9245 -8497.9245 0.0 395.1652 
1229 -8497.857 -8497.857 0.0 395.2715 
1230 -8497.9242 -8497.9242 0.0 395.1759 
1231 -8497.9248 -8497.9248 0.0 395.1675 
1232 -8492.8273 -8492.8273 0.0 394.6996 
1233 -8499.8613 -8499.8613 0.0 395.0744 
1234 -8499.794 -8499.794 0.0 395.048 
1235 -8499.8612 -8499.8612 0.0 395.0717 
1236 -8499.8616 -8499.8616 0.0 395.0733 
1237 -8499.8615 -8499.8615 0.0 395.0735 
1238 -8499.8616 -8499.8616 0.0 395.0733 
1239 -8493.7841 -8493.7841 0.0 394.9124 
1240 -8501.7542 -8501.7542 0.0 395.1073 
1241 -8501.6771 -8501.6771 0.0 395.1034 
1242 -8501.7532 -8501.7532 0.0 395.1073 
1243 -8501.7541 -8501.7541 0.0 395.1073 
1244 -8501.7542 -8501.7542 0.0 395.1073 
1245 -8494.5885 -8494.5885 0.0 391.5311 
1246 -8503.6113 -8503.6113 0.0 394.095 
1247 -8503.5246 -8503.5246 0.0 393.8582 
1248 -8503.6108 -8503.6108 0.0 394.0715 
1249 -8503.6114 -8503.6114 0.0 394.09 
1250 -8497.7949 -8497.7949 0.0 392.4275 
1251 -8505.4764 -8505.4764 0.0 393.6234 
1252 -8505.4007 -8505.4007 0.0 393.519 
1253 -8505.4761 -8505.4761 0.0 393.613 
1254 -8505.4765 -8505.4765 0.0 393.6211 
1255 -8505.4765 -8505.4765 0.0 393.6214 
1256 -8505.4765 -8505.4765 0.0 393.6211 
1257 -8502.2931 -8502.2931 0.0 394.5244 
1258 -8507.5317 -8507.5317 0.0 394.0214 
1259 -8507.4806 -8507.4806 0.0 394.0789 
1260 -8507.5312 -8507.5312 0.0 394.0273 
1261 -8507.5317 -8507.5317 0.0 394.0221 
1262 -8505.0511 -8505.0511 0.0 395.1228 
1263 -8509.5525 -8509.5525 0.0 394.5155 
1264 -8509.5093 -8509.5093 0.0 394.5825 
1265 -8509.5523 -8509.5523 0.0 394.5222 
1266 -8509.5525 -8509.5525 0.0 394.5167 
1267 -8506.5723 -8506.5723 0.0 395.8659 
1268 -8511.3623 -8511.3623 0.0 395.0977 
1269 -8511.3159 -8511.3159 0.0 395.1839 
1270 -8511.3619 -8511.3619 0.0 395.1064 
1271 -8511.3623 -8511.3623 0.0 395.0987 
1272 -8510.0308 -8510.0308 0.0 393.1603 
1273 -8513.3365 -8513.3365 0.0 394.3074 
1274 -8513.3039 -8513.3039 0.0 394.1989 
1275 -8513.3361 -8513.3361 0.0 394.2967 
1276 -8513.3365 -8513.3365 0.0 394.3063 
1277 -8513.3365 -8513.3365 0.0 394.3074 
1278 -8513.3153 -8513.3153 0.0 395.3868 
1279 -8515.4921 -8515.4921 0.0 394.8901 
1280 -8515.4707 -8515.4707 0.0 394.9438 
1281 -8515.4918 -8515.4918 0.0 394.8956 
1282 -8515.4921 -8515.4921 0.0 394.8907 
1283 -8515.4921 -8515.4921 0.0 394.8901 
1284 -8516.4787 -8516.4787 0.0 395.9941 
1285 -8502.7641 -8502.7641 0.0 396.8362 
1286 -8517.833 -8517.833 0.0 395.5534 
1287 -8517.82 -8517.82 0.0 395.5999 
1288 -8517.8332 -8517.8332 0.0 395.558 
1289 -8517.8332 -8517.8332 0.0 395.5567 
1290 -8517.8332 -8517.8332 0.0 395.5579 
1291 -8517.5045 -8517.5045 0.0 395.226 
1292 -8519.7256 -8519.7256 0.0 395.4507 
1293 -8519.7048 -8519.7048 0.0 395.4328 
1294 -8519.7255 -8519.7255 0.0 395.449 
1295 -8519.7256 -8519.7256 0.0 395.4504 
1296 -8519.9369 -8519.9369 0.0 395.4796 
1297 -8505.031 -8505.031 0.0 395.1678 
1298 -8521.6944 -8521.6944 0.0 395.5129 
1299 -8521.6778 -8521.6778 0.0 395.5135 
1300 -8521.6945 -8521.6945 0.0 395.513 
1301 -8523.2712 -8523.2712 0.0 395.8185 
1302 -8512.9534 -8512.9534 0.0 395.9445 
1303 -8524.0521 -8524.0521 0.0 395.731 
1304 -8524.0454 -8524.0454 0.0 395.7406 
1305 -8524.0523 -8524.0523 0.0 395.7319 
1306 -8524.0523 -8524.0523 0.0 395.7317 
1307 -8524.0523 -8524.0523 0.0 395.7318 
1308 -8525.409 -8525.409 0.0 396.1863 
1309 -8514.5081 -8514.5081 0.0 396.4713 
1310 -8526.3115 -8526.3115 0.0 396.0359 
1311 -8526.3034 -8526.3034 0.0 396.0523 
1312 -8526.3115 -8526.3115 0.0 396.0376 
1313 -8526.3115 -8526.3115 0.0 396.0366 
1314 -8526.3115 -8526.3115 0.0 396.0359 
1315 -8526.2815 -8526.2815 0.0 397.4541 
1316 -8528.167 -8528.167 0.0 396.7798 
1317 -8528.1487 -8528.1487 0.0 396.8506 
1318 -8528.1668 -8528.1668 0.0 396.787 
1319 -8528.167 -8528.167 0.0 396.7811 
1320 -8528.4992 -8528.4992 0.0 399.0482 
1321 -8514.5334 -8514.5334 0.0 401.1169 
1322 -8530.0978 -8530.0978 0.0 397.9983 
1323 -8530.084 -8530.084 0.0 398.1051 
1324 -8530.0979 -8530.0979 0.0 398.009 
1325 -8530.0978 -8530.0978 0.0 398.0058 
1326 -8530.0979 -8530.0979 0.0 398.009 
1327 -8531.2411 -8531.2411 0.0 397.9025 
1328 -8520.0675 -8520.0675 0.0 397.6923 
1329 -8532.2445 -8532.2445 0.0 397.9617 
1330 -8532.2351 -8532.2351 0.0 397.9567 
1331 -8532.2445 -8532.2445 0.0 397.9612 
1332 -8533.2079 -8533.2079 0.0 396.1068 
1333 -8521.5432 -8521.5432 0.0 394.1421 
1334 -8534.3229 -8534.3229 0.0 396.9085 
1335 -8534.3126 -8534.3126 0.0 396.8294 
1336 -8534.3229 -8534.3229 0.0 396.9006 
1337 -8534.6592 -8534.6592 0.0 398.0665 
1338 -8521.275 -8521.275 0.0 399.0798 
1339 -8536.1927 -8536.1927 0.0 397.5358 
1340 -8536.178 -8536.178 0.0 397.5907 
1341 -8536.1923 -8536.1923 0.0 397.5414 
1342 -8536.1926 -8536.1926 0.0 397.5364 
1343 -8536.1927 -8536.1927 0.0 397.5358 
1344 -8536.4953 -8536.4953 0.0 399.7506 
1345 -8523.019 -8523.019 0.0 401.8014 
1346 -8538.054 -8538.054 0.0 398.7172 
1347 -8538.0404 -8538.0404 0.0 398.8219 
1348 -8538.0541 -8538.0541 0.0 398.7277 
1349 -8538.0541 -8538.0541 0.0 398.7237 
1350 -8538.0541 -8538.0541 0.0 398.7225 
1351 -8538.0541 -8538.0541 0.0 398.7219 
1352 -8538.0541 -8538.0541 0.0 398.7214 
1353 -8538.0541 -8538.0541 0.0 398.7219 
1354 -8536.7555 -8536.7555 0.0 398.1658 
1355 -8539.5393 -8539.5393 0.0 398.5267 
1356 -8539.5122 -8539.5122 0.0 398.4954 
1357 -8539.5392 -8539.5392 0.0 398.5236 
1358 -8539.5393 -8539.5393 0.0 398.526 
1359 -8540.8843 -8540.8843 0.0 399.9969 
1360 -8530.7943 -8530.7943 0.0 401.4334 
1361 -8541.7053 -8541.7053 0.0 399.4444 
1362 -8541.6981 -8541.6981 0.0 399.4998 
1363 -8541.7054 -8541.7054 0.0 399.4499 
1364 -8541.7054 -8541.7054 0.0 399.4485 
1365 -8541.7054 -8541.7054 0.0 399.448 
1366 -8541.7054 -8541.7054 0.0 399.4485 
1367 -8543.3171 -8543.3171 0.0 402.0861 
1368 -8532.1159 -8532.1159 0.0 404.6541 
1369 -8544.2015 -8544.2015 0.0 401.1135 
1370 -8544.193 -8544.193 0.0 401.2114 
1371 -8544.2013 -8544.2013 0.0 401.1234 
1372 -8544.2015 -8544.2015 0.0 401.1148 
1373 -8544.2015 -8544.2015 0.0 401.1135 
1374 -8544.4513 -8544.4513 0.0 402.7519 
1375 -8529.2848 -8529.2848 0.0 404.1615 
1376 -8546.2398 -8546.2398 0.0 401.9925 
1377 -8546.2229 -8546.2229 0.0 402.0709 
1378 -8546.2399 -8546.2399 0.0 402.0002 
1379 -8546.2398 -8546.2398 0.0 401.9976 
1380 -8546.2399 -8546.2399 0.0 402.0002 
1381 -8546.9571 -8546.9571 0.0 403.2115 
1382 -8533.5573 -8533.5573 0.0 404.2426 
1383 -8548.3655 -8548.3655 0.0 402.6947 
1384 -8548.3523 -8548.3523 0.0 402.7481 
1385 -8548.3656 -8548.3656 0.0 402.7 
1386 -8548.3655 -8548.3655 0.0 402.6982 
1387 -8548.3656 -8548.3656 0.0 402.6999 
1388 -8548.5633 -8548.5633 0.0 406.2077 
1389 -8533.9047 -8533.9047 0.0 409.4759 
1390 -8550.3068 -8550.3068 0.0 404.5344 
1391 -8550.2898 -8550.2898 0.0 404.7046 
1392 -8550.3065 -8550.3065 0.0 404.5516 
1393 -8550.3067 -8550.3067 0.0 404.5362 
1394 -8550.3068 -8550.3068 0.0 404.5345 
1395 -8550.9708 -8550.9708 0.0 407.6888 
1396 -8537.9203 -8537.9203 0.0 410.6202 
1397 -8552.3555 -8552.3555 0.0 406.2959 
1398 -8552.3417 -8552.3417 0.0 406.4376 
1399 -8552.3552 -8552.3552 0.0 406.3102 
1400 -8552.3554 -8552.3554 0.0 406.2974 
1401 -8552.3555 -8552.3555 0.0 406.296 
1402 -8553.6796 -8553.6796 0.0 407.08 
1403 -8543.0006 -8543.0006 0.0 407.7129 
1404 -8554.5785 -8554.5785 0.0 406.7954 
1405 -8554.5702 -8554.5702 0.0 406.8249 
1406 -8554.5786 -8554.5786 0.0 406.7983 
1407 -8554.5785 -8554.5785 0.0 406.7975 
1408 -8554.5786 -8554.5786 0.0 406.7983 
1409 -8555.925 -8555.925 0.0 409.215 
1410 -8545.791 -8545.791 0.0 411.4891 
1411 -8556.758 -8556.758 0.0 408.3098 
1412 -8556.7507 -8556.7507 0.0 408.401 
1413 -8556.7579 -8556.7579 0.0 408.3191 
1414 -8556.758 -8556.758 0.0 408.3108 
1415 -8557.8989 -8557.8989 0.0 409.8474 
1416 -8547.4632 -8547.4632 0.0 411.1958 
1417 -8558.8258 -8558.8258 0.0 409.2544 
1418 -8558.8171 -8558.8171 0.0 409.315 
1419 -8558.8258 -8558.8258 0.0 409.2605 
1420 -8558.8258 -8558.8258 0.0 409.2559 
1421 -8558.7702 -8558.7702 0.0 410.5456 
1422 -8560.4935 -8560.4935 0.0 409.9338 
1423 -8561.7655 -8561.7655 0.0 409.9716 
1424 -8552.3708 -8552.3708 0.0 409.8553 
1425 -8562.5332 -8562.5332 0.0 409.977 
1426 -8562.5256 -8562.5256 0.0 409.9776 
1427 -8562.5332 -8562.5332 0.0 409.977 
1428 -8563.2205 -8563.2205 0.0 411.014 
1429 -8552.3005 -8552.3005 0.0 411.8823 
1430 -8564.3462 -8564.3462 0.0 410.5778 
1431 -8564.3341 -8564.3341 0.0 410.6234 
1432 -8564.346 -8564.346 0.0 410.5824 
1433 -8564.3462 -8564.3462 0.0 410.5783 
1434 -8565.5057 -8565.5057 0.0 411.5571 
1435 -8555.9937 -8555.9937 0.0 412.4225 
1436 -8566.3178 -8566.3178 0.0 411.1895 
1437 -8566.3091 -8566.3091 0.0 411.2276 
1438 -8566.3176 -8566.3176 0.0 411.1934 
1439 -8566.3178 -8566.3178 0.0 411.1899 
1440 -8566.3178 -8566.3178 0.0 411.1896 
1441 -8567.1286 -8567.1286 0.0 414.2945 
1442 -8556.5129 -8556.5129 0.0 417.2998 
1443 -8568.1777 -8568.1777 0.0 412.9761 
1444 -8568.167 -8568.167 0.0 413.109 
1445 -8568.177 -8568.177 0.0 412.9897 
1446 -8568.1777 -8568.1777 0.0 412.9774 
1447 -8568.1777 -8568.1777 0.0 412.9761 
1448 -8569.1283 -8569.1283 0.0 416.771 
1449 -8558.8217 -8558.8217 0.0 420.5043 
1450 -8570.0982 -8570.0982 0.0 415.2034 
1451 -8570.1058 -8570.1058 0.0 415.4697 
1452 -8556.7547 -8556.7547 0.0 415.5683 
1453 -8571.7693 -8571.7693 0.0 415.3587 
1454 -8572.2206 -8572.2206 0.0 414.7069 
1455 -8559.9249 -8559.9249 0.0 413.9233 
1456 -8573.5913 -8573.5913 0.0 415.0278 
1457 -8573.7633 -8573.7633 0.0 415.5213 
1458 -8560.2738 -8560.2738 0.0 415.8408 
1459 -8575.3782 -8575.3782 0.0 415.3052 
1460 -8575.2061 -8575.2061 0.0 417.7051 
1461 -8577.1235 -8577.1235 0.0 416.5034 
1462 -8577.1498 -8577.1498 0.0 420.376 
1463 -8562.5438 -8562.5438 0.0 424.076 
1464 -8578.9577 -8578.9577 0.0 418.4706 
1465 -8578.5276 -8578.5276 0.0 422.8316 
1466 -8580.7354 -8580.7354 0.0 420.5619 
1467 -8580.2264 -8580.2264 0.0 421.0124 
1468 -8582.5388 -8582.5388 0.0 420.8067 
1469 -8580.4539 -8580.4539 0.0 418.5223 
1470 -8584.1049 -8584.1049 0.0 419.9516 
1471 -8584.0693 -8584.0693 0.0 419.8151 
1472 -8584.1046 -8584.1046 0.0 419.938 
1473 -8584.1047 -8584.1047 0.0 419.9502 
1474 -8582.8714 -8582.8714 0.0 419.7776 
1475 -8585.8695 -8585.8695 0.0 419.9136 
1476 -8585.3865 -8585.3865 0.0 423.5828 
1477 -8587.7422 -8587.7422 0.0 421.6767 
1478 -8587.4846 -8587.4846 0.0 424.249 
1479 -8589.6229 -8589.6229 0.0 422.9564 
1480 -8588.9945 -8588.9945 0.0 426.4798 
1481 -8591.3778 -8591.3778 0.0 424.6262 
1482 -8589.3778 -8589.3778 0.0 427.0663 
1483 -8592.8411 -8592.8411 0.0 425.6418 
1484 -8592.5746 -8592.5746 0.0 423.5152 
1485 -8594.5873 -8594.5873 0.0 424.6546 
1486 -8594.0227 -8594.0227 0.0 423.4749 
1487 -8596.2252 -8596.2252 0.0 424.142 
1488 -8596.1716 -8596.1716 0.0 424.9367 
1489 -8597.9415 -8597.9415 0.0 424.5636 
1490 -8598.0658 -8598.0658 0.0 426.7623 
1491 -8584.7633 -8584.7633 0.0 428.8075 
1492 -8599.6678 -8599.6678 0.0 425.707 
1493 -8599.6521 -8599.6521 0.0 425.8146 
1494 -8599.6675 -8599.6675 0.0 425.7178 
1495 -8599.6677 -8599.6677 0.0 425.7081 
1496 -8599.6678 -8599.6678 0.0 425.707 
1497 -8599.4919 -8599.4919 0.0 425.4856 
1498 -8601.289 -8601.289 0.0 425.6247 
1499 -8601.2723 -8601.2723 0.0 425.6127 
1500 -8601.2891 -8601.2891 0.0 425.6234 
1501 -8601.2892 -8601.2892 0.0 425.6239 
1502 -8601.2891 -8601.2891 0.0 425.6242 
1503 -8601.2891 -8601.2891 0.0 425.6239 
1504 -8601.161 -8601.161 0.0 426.7317 
1505 -8602.8781 -8602.8781 0.0 426.1919 
1506 -8602.8622 -8602.8622 0.0 426.2477 
1507 -8602.8777 -8602.8777 0.0 426.1977 
1508 -8602.878 -8602.878 0.0 426.1925 
1509 -8602.8781 -8602.8781 0.0 426.1919 
1510 -8602.366 -8602.366 0.0 428.7619 
1511 -8604.3579 -8604.3579 0.0 427.4078 
1512 -8604.3396 -8604.3396 0.0 427.5453 
1513 -8604.3584 -8604.3584 0.0 427.4213 
1514 -8604.3582 -8604.3582 0.0 427.4187 
1515 -8604.3584 -8604.3584 0.0 427.4213 
1516 -8604.745 -8604.745 0.0 427.1977 
1517 -8593.4045 -8593.4045 0.0 426.8687 
1518 -8606.0044 -8606.0044 0.0 427.3202 
1519 -8605.9931 -8605.9931 0.0 427.309 
1520 -8606.0044 -8606.0044 0.0 427.3191 
1521 -8606.0044 -8606.0044 0.0 427.3195 
1522 -8606.1339 -8606.1339 0.0 429.7247 
1523 -8594.206 -8594.206 0.0 431.9628 
1524 -8607.5603 -8607.5603 0.0 428.5733 
1525 -8607.5457 -8607.5457 0.0 428.691 
1526 -8607.5601 -8607.5601 0.0 428.5851 
1527 -8607.5602 -8607.5602 0.0 428.5748 
1528 -8607.5603 -8607.5603 0.0 428.5734 
1529 -8607.8332 -8607.8332 0.0 430.8371 
1530 -8596.5538 -8596.5538 0.0 432.9133 
1531 -8609.1315 -8609.1315 0.0 429.7857 
1532 -8609.1199 -8609.1199 0.0 429.8925 
1533 -8609.1324 -8609.1324 0.0 429.796 
1534 -8609.1324 -8609.1324 0.0 429.795 
1535 -8609.1324 -8609.1324 0.0 429.796 
1536 -8609.2472 -8609.2472 0.0 431.9816 
1537 -8597.8556 -8597.8556 0.0 433.9495 
1538 -8610.615 -8610.615 0.0 430.9419 
1539 -8610.6018 -8610.6018 0.0 431.0484 
1540 -8610.615 -8610.615 0.0 430.9525 
1541 -8611.1666 -8611.1666 0.0 433.1081 
1542 -8601.3772 -8601.3772 0.0 435.0602 
1543 -8612.1907 -8612.1907 0.0 432.1729 
1544 -8612.181 -8612.181 0.0 432.2682 
1545 -8612.1907 -8612.1907 0.0 432.1824 
1546 -8612.8824 -8612.8824 0.0 433.0123 
1547 -8603.7381 -8603.7381 0.0 433.6189 
1548 -8613.783 -8613.783 0.0 432.6856 
1549 -8613.7746 -8613.7746 0.0 432.7201 
1550 -8613.783 -8613.783 0.0 432.6891 
1551 -8522.9492 -8522.9492 0.0 430.5299 
1552 -8614.9786 -8614.9786 0.0 432.9029 
1553 -8517.1929 -8517.1929 0.0 413.9478 
1554 -8617.3238 -8617.3238 0.0 430.7538 
1555 -8616.3249 -8616.3249 0.0 429.2922 
1556 -8617.3141 -8617.3141 0.0 430.6097 
1557 -8617.3237 -8617.3237 0.0 430.7394 
1558 -8617.3237 -8617.3237 0.0 430.752 
1559 -8617.3237 -8617.3237 0.0 430.7538 
1560 -8569.3309 -8569.3309 0.0 431.793 
1561 -8620.3847 -8620.3847 0.0 431.0744 
1562 -8620.3557 -8620.3557 0.0 431.0448 
1563 -8620.3845 -8620.3845 0.0 431.0715 
1564 -8620.3847 -8620.3847 0.0 431.0736 
1565 -8620.3847 -8620.3847 0.0 431.0744 
1566 -8581.2982 -8581.2982 0.0 426.66 
1567 -8623.5765 -8623.5765 0.0 430.1893 
1568 -8623.5456 -8623.5456 0.0 430.2792 
1569 -8623.5763 -8623.5763 0.0 430.1982 
1570 -8623.5766 -8623.5766 0.0 430.191 
1571 -8551.9884 -8551.9884 0.0 432.9556 
1572 -8625.9607 -8625.9607 0.0 430.8611 
1573 -8625.9379 -8625.9379 0.0 430.7977 
1574 -8625.9605 -8625.9605 0.0 430.8548 
1575 -8625.9607 -8625.9607 0.0 430.8601 
1576 -8568.0642 -8568.0642 0.0 428.63 
1577 -8628.2553 -8628.2553 0.0 430.7393 
1578 -8628.2325 -8628.2325 0.0 430.7558 
1579 -8628.2549 -8628.2549 0.0 430.741 
1580 -8628.2551 -8628.2551 0.0 430.7395 
1581 -8628.2553 -8628.2553 0.0 430.7392 
1582 -8577.6087 -8577.6087 0.0 421.6567 
1583 -8630.3167 -8630.3167 0.0 429.4858 
1584 -8585.6117 -8585.6117 0.0 431.9471 
1585 -8632.264 -8632.264 0.0 430.1301 
1586 -8592.577 -8592.577 0.0 434.1494 
1587 -8634.1738 -8634.1738 0.0 431.0399 
1588 -8592.5763 -8592.5763 0.0 434.1768 
1589 -8635.9153 -8635.9153 0.0 431.7697 
1590 -8593.883 -8593.883 0.0 428.1557 
1591 -8637.6054 -8637.6054 0.0 431.3684 
1592 -8637.1694 -8637.1694 0.0 431.1356 
1593 -8637.601 -8637.601 0.0 431.346 
1594 -8637.6054 -8637.6054 0.0 431.3661 
1595 -8637.6055 -8637.6055 0.0 431.3678 
1596 -8596.5079 -8596.5079 0.0 436.8241 
1597 -8639.0498 -8639.0498 0.0 432.4255 
1598 -8605.2237 -8605.2237 0.0 432.8988 
1599 -8640.4214 -8640.4214 0.0 432.6897 
1600 -8640.0709 -8640.0709 0.0 432.7956 
1601 -8640.4182 -8640.4182 0.0 432.701 
1602 -8640.4215 -8640.4215 0.0 432.6908 
1603 -8640.4214 -8640.4214 0.0 432.6907 
1604 -8640.4215 -8640.4215 0.0 432.6907 
1605 -8612.7335 -8612.7335 0.0 430.0183 
1606 -8641.7034 -8641.7034 0.0 432.3931 
1607 -8621.7114 -8621.7114 0.0 433.8912 
1608 -8643.0325 -8643.0325 0.0 432.8276 
1609 -8629.4047 -8629.4047 0.0 430.9856 
1610 -8644.4521 -8644.4521 0.0 432.5004 
1611 -8644.3023 -8644.3023 0.0 432.3799 
1612 -8644.4506 -8644.4506 0.0 432.4887 
1613 -8644.452 -8644.452 0.0 432.4992 
1614 -8644.4521 -8644.4521 0.0 432.5003 
1615 -8644.4521 -8644.4521 0.0 432.5004 
1616 -8631.356 -8631.356 0.0 428.913 
1617 -8645.7288 -8645.7288 0.0 431.783 
1618 -8645.5855 -8645.5855 0.0 431.528 
1619 -8645.7275 -8645.7275 0.0 431.7577 
1620 -8645.7288 -8645.7288 0.0 431.7804 
1621 -8645.7288 -8645.7288 0.0 431.7808 
1622 -8645.7288 -8645.7288 0.0 431.7804 
1623 -8634.6569 -8634.6569 0.0 433.7954 
1624 -8646.9552 -8646.9552 0.0 432.3727 
1625 -8639.1475 -8639.1475 0.0 437.2237 
1626 -8648.229 -8648.229 0.0 433.7972 
1627 -8642.7071 -8642.7071 0.0 434.8573 
1628 -8649.5556 -8649.5556 0.0 434.2147 
1629 -8644.9354 -8644.9354 0.0 432.1984 
1630 -8650.8301 -8650.8301 0.0 433.6628 
1631 -8650.7719 -8650.7719 0.0 433.5331 
1632 -8650.8297 -8650.8297 0.0 433.6499 
1633 -8650.8302 -8650.8302 0.0 433.6614 
1634 -8648.1041 -8648.1041 0.0 432.7724 
1635 -8652.2007 -8652.2007 0.0 433.4126 
1636 -8650.2248 -8650.2248 0.0 432.8932 
1637 -8653.5466 -8653.5466 0.0 433.287 
1638 -8651.3218 -8651.3218 0.0 432.9902 
1639 -8654.7435 -8654.7435 0.0 433.2524 
1640 -8654.0667 -8654.0667 0.0 435.3378 
1641 -8656.0926 -8656.0926 0.0 434.2552 
1642 -8656.0729 -8656.0729 0.0 434.3704 
1643 -8656.0926 -8656.0926 0.0 434.2668 
1644 -8656.0926 -8656.0926 0.0 434.2575 
1645 -8656.0926 -8656.0926 0.0 434.2555 
1646 -8656.0926 -8656.0926 0.0 434.2552 
1647 -8656.1202 -8656.1202 0.0 433.7586 
1648 -8644.9323 -8644.9323 0.0 432.8286 
1649 -8657.4999 -8657.4999 0.0 434.062 
1650 -8657.486 -8657.486 0.0 434.0367 
1651 -8657.4997 -8657.4997 0.0 434.0595 
1652 -8657.4999 -8657.4999 0.0 434.0618 
1653 -8657.8458 -8657.8458 0.0 434.5176 
1654 -8648.3063 -8648.3063 0.0 434.5856 
1655 -8658.9089 -8658.9089 0.0 434.3547 
1656 -8659.5063 -8659.5063 0.0 432.9443 
1657 -8651.3612 -8651.3612 0.0 431.1856 
1658 -8660.3153 -8660.3153 0.0 433.5964 
1659 -8660.3075 -8660.3075 0.0 433.534 
1660 -8660.3153 -8660.3153 0.0 433.5902 
1661 -8660.3153 -8660.3153 0.0 433.5954 
1662 -8661.2397 -8661.2397 0.0 432.9554 
1663 -8654.6217 -8654.6217 0.0 432.0209 
1664 -8661.7685 -8661.7685 0.0 433.2335 
1665 -8663.0775 -8663.0775 0.0 432.0067 
1666 -8658.1551 -8658.1551 0.0 430.5314 
1667 -8663.3336 -8663.3336 0.0 432.3879 
1668 -8663.9153 -8663.9153 0.0 432.5857 
